	000001.sz	000002.sz	000009.sz	000024.sz	000039.sz	000069.sz	000400.sz	000401.sz	000402.sz	000425.sz	000536.sz	000562.sz	000581.sz	000598.sz	000623.sz	000629.sz	000630.sz	000656.sz	000686.sz	000728.sz
671	10.66	8.36	17.02	19.2	18.85	5.98	21.81	22.4	6.82	23.88	22.97	7.41	24.53	5.42	22.12	7.27	25	15.84	18.9	9.98
672	NA	8.22	16.76	18.78	18.74	5.83	21.45	22.13	6.79	23.59	22.71	7.48	24.25	5.36	22	7.13	24.65	15.7	19.47	10.13
673	10.46	8.14	16.48	18.86	18.51	5.75	21.22	21.02	6.66	22.92	22.36	7.32	23.71	5.15	21.91	7.07	24.35	15.14	19.02	9.94
674	10.38	8.14	16.53	19.18	18.13	5.71	20.92	20.3	6.69	NA	21.95	7.16	23.47	5.16	21.53	6.87	23.28	15.4	18.42	9.78
675	10.26	8.08	16.25	18.98	18.25	5.67	20.63	19.26	6.65	22.21	21.85	7.15	23.34	5.09	20.99	6.5	22.92	NA	18.36	9.75
676	10.4	8.22	16.66	19.47	18.87	5.77	20.98	19.73	6.8	22.62	22.2	7.31	23.51	5.11	21.4	6.62	23.51	15.24	18.89	10.03
677	10.24	8.16	16.57	19.14	18.43	5.72	20.78	19.26	6.81	22.15	22.01	7.27	24.01	5.01	22.17	6.47	23.09	15.13	18.73	9.95
678	10.84	8.44	16.91	20.48	19.21	5.88	21.23	19.68	7.02	23.43	22.86	7.61	24.19	5.12	23.06	6.79	24.2	15.3	20.22	10.44
679	10.86	8.38	16.76	20.21	19	5.91	21.34	19.86	6.97	23.41	23.15	NA	23.55	5.03	22.88	6.79	24.26	15.1	19.8	10.52
680	10.45	8.17	17	19.49	18.46	5.77	21.26	19.01	6.84	22.72	23.23	7.36	23.31	4.9	22.49	6.65	23.57	14.61	19.3	10.18
681	10.43	8.14	16.83	19.19	18.27	5.76	21.01	19	6.83	22.48	22.76	7.26	23.45	4.8	22.36	6.75	23.5	14.58	19.22	10.08
682	10.53	8.15	16.45	19	18.02	5.67	20.86	19.2	6.83	22.66	22.66	7.26	23.96	4.71	22.23	6.67	23.64	14.38	19.56	10.1
683	10.58	8.14	16.35	19.08	17.74	5.65	20.77	19.1	6.79	22.3	22.48	7.26	23.79	4.71	22.12	6.67	23.59	13.95	19.59	10.05
684	NA	8.1	16.23	18.59	17.5	5.6	20.32	18.44	6.71	21.99	22.25	7.2	23.67	4.59	21.83	6.59	23.06	13.8	18.95	9.95
685	10.28	8.03	16.1	18.43	16.76	5.62	19.34	16.6	6.66	21.2	21.4	7.08	23.71	4.47	21.51	6.21	22.05	13.33	18.2	9.63
686	10.23	8	16.17	18.4	16.42	5.55	18.68	15.85	6.65	20.63	20.99	7.04	22.62	4.49	21.76	6.11	21.6	13.35	17.86	9.65
687	10.41	8.12	16.61	18.92	16.86	5.7	19.24	16.24	6.77	21.21	21.17	7.22	22.86	4.64	NA	6.27	22.37	13.36	18.3	9.92
688	10.36	8.1	16.5	18.7	16.55	5.71	19.23	15.95	6.7	20.77	21.17	7.11	22.43	4.65	21.54	6.23	22.06	13.19	18.01	9.85
689	10.3	8.08	16.07	18.55	16.24	NA	19.05	15.46	6.71	20.75	21.35	7.16	22.32	4.55	21.69	6.13	21.94	13.25	18.23	9.98
690	10.32	8.07	15.03	18.73	15.75	5.65	18.86	15.82	6.63	20.58	20.75	7.2	21.95	4.41	21.45	5.97	21.5	13.55	18.23	9.99
691	10.26	8.08	15.17	19	16.24	5.68	18.92	15.51	6.65	20.7	20.5	7.3	22.1	4.43	21.84	6.15	NA	13.58	18.57	10.22
692	10.35	8.09	15.25	19.14	16.06	5.67	19.08	15.66	6.63	20.61	20.42	7.24	22.12	4.38	22.02	6.43	21.5	13.88	18.51	10.17
693	10.62	8.06	15.67	18.82	15.92	5.67	19.14	15.65	6.57	20.57	20.47	7.18	22.2	4.35	21.89	6.42	21.7	13.9	18.27	10.05
694	10.38	7.78	15.24	18.07	15.51	5.6	18.6	15.41	6.4	20.06	20.32	7.12	21.89	4.26	21.31	6.06	21.08	13.65	17.82	9.85
695	10.46	7.72	15.4	17.77	15.75	5.56	18.45	15.94	6.42	20.23	20.32	7.25	22.1	4.22	21.61	6.18	21.24	13.51	18.15	10.07
696	10.66	7.87	15.92	18.1	16.84	5.68	19.6	16.93	6.56	20.99	NA	7.51	22.91	4.41	22.24	6.37	22.13	13.7	18.8	10.45
697	10.44	7.46	15.31	17	NA	5.46	19.18	16.44	6.37	20.16	20.5	7.22	22.01	4.2	21.64	6.06	21.04	13.16	18.06	10.06
698	10.39	7.4	14.95	16.97	16.2	5.38	19.08	16.57	6.3	19.89	20	7.47	21.34	4.22	21.59	5.97	20.42	12.9	18.01	10.19
699	10.02	7.15	15.13	16.45	15.92	5.15	18.91	16.34	6.16	NA	19.48	7.45	21.36	4.2	21.1	5.88	19.54	12.3	17.8	10
700	10.11	7.17	15.16	16.45	16.45	5.07	18.62	16.6	6.19	19.52	19.25	7.53	22	4.2	21.14	5.89	19.81	11.97	18	10.19
701	10	7.08	14.98	16.3	16.08	4.95	18.53	16.72	6.1	19.16	19.12	7.44	22.07	4.16	20.6	5.81	19.93	11.99	17.71	10.03
702	10.02	7.18	14.25	16.69	15.87	4.92	18.46	16.51	6.09	18.5	18.85	7.43	21.55	4.04	20.37	5.43	19.43	12.06	17.6	10.06
703	10.02	7.24	13.98	16.74	15.68	4.92	18.15	15.96	6.1	18.2	18.4	6.99	21.75	4.05	20.44	5.35	19.45	12.2	17.41	9.95
704	9.69	7	13.86	15.97	15.84	4.69	17.64	16.03	6.05	18.09	17.92	6.86	21.73	3.98	20.5	5.15	19.35	NA	17.39	9.87
705	9.78	7.04	13.83	15.73	16.21	4.6	17.09	15.9	6.1	17.7	17.45	7.01	21.47	4.07	20.68	5.14	19.45	11.4	17.63	10.03
706	10.23	7.34	14.23	16.36	17.62	4.81	17.55	16.74	6.28	18.29	17.69	7.49	21.73	4.3	21.85	5.38	20.25	11.85	18.71	10.68
707	10.22	7.37	14.23	16.59	17.5	4.87	17.73	17.24	6.29	18.55	18.05	7.55	21.07	4.39	21.68	5.43	20.5	11.99	18.46	10.65
708	10.23	7.35	14.29	16.29	17.59	4.94	17.73	17.4	6.23	17.98	18.03	7.62	19.69	4.41	21.55	5.25	20.45	11.4	18.63	10.56
709	10.34	7.34	14.5	16.12	17.42	4.95	17.61	17.35	6.27	17.43	18.18	7.55	19.89	4.36	21.53	5.18	20.38	11.04	18.42	10.45
710	10.01	7.19	13.72	15.69	16.64	4.85	17.54	16.5	6.1	16.51	17.45	7.11	19.65	4.22	20.94	4.75	19.34	10.41	17.68	10.06
711	10.04	7.1	13.43	15.97	16.63	4.65	17	16.48	6.03	16.4	17.38	7.13	19.37	4.24	20.89	4.55	19.21	10.45	17.75	10.15
712	9.88	7.02	12.54	15.8	16.39	4.59	16.22	15.91	5.9	15.88	16.7	7.11	18.55	4.09	20.52	4.46	18.5	10.15	17.65	10.26
713	10.02	6.98	12.47	15.86	15.89	4.65	15.17	15.7	5.88	15.59	16.38	7.07	18.07	4.12	20.48	4.38	18.12	10.24	17.5	10.19
714	10.33	7.19	12.6	16.26	16.88	4.75	15.42	16.23	6.01	15.92	16	7.32	18.5	4.27	21.17	4.39	18.99	10.24	17.89	10.57
715	10.4	7.4	13.02	16.72	17.16	5	16.04	16.91	6.1	16.16	16.5	7.41	18.93	4.42	21.42	4.63	20.89	11.26	18.01	10.6
716	10.47	7.66	13.14	17.13	17.25	5.23	16.18	17.55	6.16	16.43	16.77	7.36	19.67	4.58	21.57	4.65	20.86	11.55	18.02	10.58
717	10.45	7.67	12.96	17.05	17.38	5.25	16.28	17.56	6.17	16.27	16.6	7.36	20	4.7	21.52	4.69	20.67	11.25	18.06	10.65
718	10.64	7.91	13.39	17.69	17.64	5.42	16.92	18.17	6.42	16.72	16.97	7.49	20.07	5.1	21.93	4.93	21.42	11.72	18.45	10.76
719	10.55	8	13.66	17.65	17.2	5.38	17.32	17.95	6.48	16.63	17.73	7.53	21.2	5.15	21.88	4.91	21.28	12.07	18.25	10.6
720	10.53	7.76	14.36	17.14	17.25	5.26	17.3	18.11	6.42	16.55	17.78	7.55	21.24	5.07	21.72	4.84	21.19	11.98	18.22	10.71
721	10.7	7.9	14.35	17.71	17.45	5.5	17.69	17.97	6.55	16.68	18.1	7.71	21.69	5.24	22.27	4.81	21.56	11.89	18.41	10.88
722	10.55	7.76	14.41	17.43	17.54	5.47	17.99	17.87	6.47	16.99	18.36	7.72	21.93	5.09	22.22	4.94	21.5	11.83	18.51	10.72
723	10.61	7.84	14.57	17.67	17.79	5.58	18.24	17.8	6.48	17.06	18.41	7.74	22	5.14	22.33	4.95	21.85	11.99	18.68	10.75
724	10.45	7.68	14.57	17.39	17.52	5.47	17.98	17.21	6.36	16.74	17.89	7.59	22	5.11	22.09	5.03	21.39	11.6	18.51	10.65
725	10.46	7.68	16.03	17.14	17.53	5.35	17.82	16.86	6.32	16.59	17.68	7.59	21.67	5.05	22.14	4.87	21.36	11.3	18.42	10.7
726	10.59	7.67	16.94	17.2	18.05	5.37	18.45	17.08	6.35	16.87	17.74	7.65	22.93	5.09	22.53	4.92	21.65	11.19	18.43	10.84
727	10.49	7.57	16.18	16.8	17.59	5.33	18.01	16.48	6.27	NA	17.69	7.49	22.87	5.06	22.21	4.79	20.75	10.79	17.9	10.49
728	10.36	7.52	17.3	16.9	17.38	5.23	17.92	NA	6.33	16.25	18.23	7.45	22.13	4.97	21.85	4.71	20.74	10.65	17.7	10.46
729	10.46	7.63	17.3	17.44	17.7	5.43	18.47	16.83	6.66	16.5	18.39	7.64	22.97	5.09	22.32	4.82	21.46	10.99	18.07	10.75
730	10.29	7.55	16.78	17.4	17.41	5.41	19.08	16.7	6.56	16.7	18.68	7.62	23.33	5.36	22.2	4.98	21.32	11.05	18	10.63
731	10.02	7.29	16.48	16.98	16.58	5.21	18.54	16	6.36	16.16	18.37	NA	23.03	5.12	21.53	4.91	20.49	10.79	17.49	10.31
732	9.99	7.3	16.2	16.88	16.54	5.31	18.38	16.05	6.31	16.08	18.35	7.33	23.07	5.16	21.53	4.99	20.24	10.52	17.45	10.24
733	9.97	7.09	15.27	16.2	16.16	5.05	17.68	15.69	6.16	15.61	18.35	7.28	22.47	4.9	21.23	4.74	19.37	10.25	17.3	10.05
734	9.97	7.09	15.45	16.3	16.42	5.03	17.69	15.78	6.2	15.33	18.86	7.29	22.33	4.74	21.42	4.66	19.4	10.35	17.28	10.05
735	10.03	7.11	15.94	16.3	16.25	5.06	17.91	15.54	6.19	14.89	18.8	7.2	22.23	4.8	21.46	4.55	19.33	10.49	17.28	10.02
736	9.85	7.09	15.44	16.26	16.06	4.96	18.02	15.28	6.16	14.6	18.28	7.07	22.33	4.7	20.83	4.53	19.04	10.45	17.11	9.8
737	9.9	7.25	15.3	16.51	15.78	5.1	17.75	15.37	6.19	14.74	17.85	7.08	22.45	4.61	20.69	4.58	19.03	11	16.91	9.78
738	9.87	7.1	15.18	16.43	15.4	5.02	17.54	15.5	6.06	14.74	18.13	7.05	22.28	4.55	20.29	4.53	18.92	10.88	16.7	9.66
739	9.86	7.07	15.06	16.38	14.86	5.04	17.85	15.65	6.06	14.26	18.33	7.07	22.53	4.66	20.38	4.45	19.3	11	16.86	9.76
740	9.98	7.17	15.39	16.63	15.18	5.22	18.08	15.75	6.18	14.63	18.32	7.14	23.03	4.68	20.85	4.57	19.57	11.08	17.01	9.85
741	9.69	7.06	14.76	16.35	14.3	5.18	17.22	15.19	6	13.82	17.08	6.75	22.43	4.45	20.21	4.33	18.42	10.7	15.31	9.25
742	9.93	7.39	14.87	16.88	14.41	5.39	18.03	15.54	6.25	14.13	17.08	6.95	23.17	4.64	20.72	4.45	20.26	11.04	15.62	9.49
743	9.97	7.38	14.17	16.88	14.48	5.43	18.15	15.39	6.25	13.71	17	6.8	22.99	4.6	20.32	4.45	19.72	10.97	15.15	9.34
744	9.97	7.29	13.61	16.71	13.96	5.37	18.15	15.13	6.22	13.28	17.22	6.88	21.53	4.37	19.81	4.19	18.8	11.27	14.81	9.31
745	9.97	7.4	13.62	17.2	14.1	5.38	18.54	15.2	6.27	13.52	17.3	6.9	21.33	4.41	19.97	4.14	18.6	11.29	14.96	9.38
746	10.03	7.42	13.54	17.5	14.13	5.5	18.92	15.38	6.24	13.5	17.35	6.83	21.84	4.39	20.09	4.13	18.91	11.33	14.9	9.4
747	9.96	7.49	13.9	17.8	14.1	5.46	18.61	15.95	6.26	13.46	17.38	6.59	22.37	4.4	19.98	4.23	18.89	11.4	14.72	9.38
748	9.91	7.54	13.77	17.83	13.88	5.55	18.27	16.3	6.33	13.3	17.17	6.45	22.45	4.45	19.82	4.14	18.73	11.88	14.63	9.28
749	9.9	7.3	13.73	17.4	13.96	5.38	17.59	15.96	6.21	13.32	16.58	6.33	21.83	4.45	19.68	4.09	18.79	11.11	14.22	9.19
750	9.8	7.17	12.96	17.16	13.5	5.25	17.1	15.28	6.07	13.55	16.09	6.32	21.27	4.31	19.46	3.9	18.58	10.38	13.8	9.02
751	9.75	7.1	12.35	17.3	13.39	5.3	17.15	15.08	5.99	13.78	15.8	6.08	20.87	4.22	19.25	3.81	18.6	10.45	13.43	8.92
752	9.41	7.21	12.23	17.67	12.4	5.3	16.92	15.04	5.95	13.2	15.35	5.86	20.73	4.06	17.32	3.57	16.74	10.56	12.81	8.85
753	9.55	7.43	12.35	17.97	12.77	5.45	17.29	15.8	6.08	13.41	15.35	5.86	21.5	4.35	16.81	3.67	17.28	11.17	13.2	9.02
754	9.59	7.43	12.35	18	12.66	5.52	17.21	15.95	6.09	13.51	15.4	5.77	22.83	4.49	16.48	3.59	16.93	11.05	13.11	8.87
755	9.58	7.5	12.22	18.05	12.61	5.38	17.26	16.14	6.1	13.28	15.29	5.64	22.95	4.37	16.52	3.63	16.9	11.02	12.77	8.8
756	9.59	7.3	11	17.49	12.28	5.32	16.53	15.6	6.02	12.9	15.14	5.49	22.78	4.24	16.29	3.55	16.32	10.97	12.5	8.6
757	9.66	7.42	10.39	17.55	12.28	5.33	15.65	16	6.04	13.29	15	5.37	22.8	4.4	16.05	3.48	16.6	11.06	12.22	8.56
758	9.64	7.56	10.37	18.24	12.56	5.46	15.85	16.89	6.07	13.78	15.05	5.41	23.23	4.43	16.08	3.49	16.65	11.3	12.34	8.59
759	9.64	7.53	9.57	18.22	12.54	5.45	15.53	16.18	6.06	13.45	15	5.3	23.6	4.26	15.89	3.49	16.52	11.5	12.23	8.5
760	9.68	7.37	9.78	17.8	12.2	5.35	15.18	16.19	5.97	13.54	14.4	5.26	22.99	4.07	15.49	3.71	15.94	11.11	12.23	8.44
761	9.56	7.34	9.74	17.54	12.7	5.33	14.81	16.42	6	13.94	13.25	5.38	22.77	4.02	15.49	4.05	15.94	11.18	12.53	8.61
762	9.57	7.33	9.28	17.7	12.72	5.35	14.68	16.47	5.97	14.02	13.35	5.38	22.67	4.06	15.38	4.14	16.03	11.55	12.31	8.49
763	9.74	7.47	9.48	18	12.85	5.49	14.88	16.67	6.05	14.22	13.4	5.36	23.93	4.14	15.68	4.19	16.81	11.8	12.4	8.5
764	9.74	7.47	9.48	18	12.85	5.49	14.88	16.67	6.05	14.22	13.4	5.36	23.93	4.14	15.68	4.19	16.81	11.8	12.4	8.5
765	9.74	7.47	9.48	18	12.85	5.49	14.88	16.67	6.05	14.22	13.4	5.36	23.93	4.14	15.68	4.19	16.81	11.8	12.4	8.5
766	9.48	7.33	8.78	17.79	12.25	5.35	13.87	16.5	5.92	13.82	13.35	5.12	22.2	3.93	15.39	4.01	16.69	11.25	12	8.43
767	9.62	7.25	8.3	17.95	12.14	5.11	13.06	16.47	5.93	13.6	13.35	5.02	20.67	3.85	15.18	3.95	16.33	10.68	11.64	8.31
768	9.59	7.16	8.79	17.68	12.3	5.12	12.39	16.62	5.73	13.43	12.55	5.12	20.53	3.86	15.52	4.07	16.96	10.51	11.87	8.5
769	9.86	7.41	9.67	18.21	13.07	5.25	12.77	17.17	5.86	14.2	12.81	5.38	20.35	4.03	16.52	4.2	17.97	10.84	12.35	8.76
770	9.86	7.53	10.08	18.43	13.79	5.45	13.46	17.95	6	15.03	13.47	5.71	21.45	4.16	16.97	4.33	18.75	11.03	13.53	9.02
771	9.86	7.46	11.09	18.34	13.64	5.38	13.59	17.65	5.96	14.94	13.48	5.67	21.25	4.22	16.95	4.33	18.51	11.43	13.18	8.91
772	9.86	7.52	10.97	18.3	13.59	5.42	13.43	17.75	6	14.9	13.45	5.61	21.32	4.3	16.7	4.22	18.65	11.68	13.06	8.88
773	9.86	7.46	11.01	18	13.17	5.33	12.83	16.89	5.89	14.37	14.8	5.45	20.1	4.12	16.14	4.11	18.42	11.52	12.49	8.75
774	9.86	7.37	10.13	17.86	13.26	5.19	12.27	16.79	5.8	14.3	14.44	5.36	19.75	4	15.95	3.97	17.8	11.03	12.5	8.74
775	9.86	7.58	11.15	18.43	14.17	5.42	12.74	17.85	6	15.18	15.26	5.75	21	4.24	17.24	4.37	19.58	11.55	13.67	9.21
776	9.86	7.51	11.26	17.78	13.81	5.35	11.86	17.99	5.95	14.87	14.22	5.74	20.29	4.11	17	4.39	19.71	11.23	13.65	9.11
777	9.86	7.79	11.31	18.39	14.07	5.52	11.72	18.27	6.06	15.32	14.06	5.97	21.07	4.14	17.49	4.51	20.31	11.5	13.9	9.29
778	10.49	7.9	11.15	18.9	14.54	5.75	11.87	18.92	6.17	16.41	14.24	6.05	21.4	4.26	17.54	4.52	20.11	11.5	14.08	9.4
779	10.49	7.9	11.15	18.9	14.54	5.75	11.87	18.92	6.17	16.41	14.24	6.05	21.4	4.26	17.54	4.52	20.11	11.5	14.08	9.4
780	10.49	7.9	11.15	18.9	14.54	5.75	11.87	18.92	6.17	16.41	14.24	6.05	21.4	4.26	17.54	4.52	20.11	11.5	14.08	9.4
781	10.49	7.9	11.15	18.9	14.54	5.75	11.87	18.92	6.17	16.41	14.24	6.05	21.4	4.26	17.54	4.52	20.11	11.5	14.08	9.4
782	10.49	7.9	11.15	18.9	14.54	5.75	11.87	18.92	6.17	16.41	14.24	6.05	21.4	4.26	17.54	4.52	20.11	11.5	14.08	9.4
783	10.49	7.9	11.15	18.9	14.54	5.75	11.87	18.92	6.17	16.41	14.24	6.05	21.4	4.26	17.54	4.52	20.11	11.5	14.08	9.4
784	10.44	7.55	10.9	18.27	14.16	5.6	12.04	18.02	6.01	16.06	13.98	5.95	21.2	4.18	17.16	4.52	19.9	11.14	13.72	9.09
785	10.4	7.65	11.22	18.43	14.04	5.74	12.15	17.85	6.03	16	13.73	5.93	21.33	4.14	17.28	4.52	20.01	10.99	13.72	9.09
786	10.28	7.56	10.83	18.32	13.72	5.6	12.38	16.95	6	15.49	13.24	5.8	21.09	4.2	17.05	4.52	19.56	10.8	13.13	8.88
787	10.57	7.68	11.47	18.67	14.03	5.69	12.71	17.65	6.16	16	13.46	5.97	21.38	4.27	17.53	4.52	20.08	10.98	13.13	9.08
788	10.62	7.79	11.46	18.67	13.97	5.81	13.61	17.67	6.19	15.93	14.11	5.97	21.4	4.23	17.69	4.52	19.95	10.84	13.13	9.1
789	10.52	7.62	11.52	18.35	13.97	5.66	13.86	17.97	6.17	15.92	14.43	5.96	21.43	4.28	17.68	4.52	20.07	10.84	13.13	9.09
790	10.37	7.38	11.22	17.9	13.69	5.51	13.58	17.59	6.05	15.31	14.18	5.76	20.65	4.12	17.05	4.52	19.75	10.65	12.96	8.86
791	10.56	7.59	11.65	18.27	14.12	5.57	13.74	17.99	6.18	15.82	14.51	6.05	21.15	4.23	17.73	4.52	21.73	10.81	13.85	9.16
792	10.56	7.7	11.83	18.57	14.1	5.65	13.75	17.88	6.31	15.77	14.51	6.09	21.21	4.26	17.72	4.52	21.9	11.33	13.78	9.12
793	10.57	7.85	11.83	18.88	14.17	5.55	13.74	18	6.33	16.11	15.11	6.11	21.49	4.29	17.9	4.52	21.61	12.04	13.81	9.14
794	10.43	7.7	11.98	18.36	14.45	5.48	14.62	17.71	6.22	15.98	15.55	6.09	21.79	4.27	17.85	4.52	21.48	11.68	13.65	9.15
795	10.38	7.7	12.05	18.43	14.28	5.48	14.54	17.64	6.2	15.97	15.48	6.05	21.98	4.32	17.72	4.52	21.4	12.01	13.6	9.16
796	10.39	7.82	12.16	18.55	14.5	5.49	14.68	17.85	6.24	16.19	17.03	6.24	22.05	4.49	18.21	4.52	21.77	11.9	13.93	9.29
797	10.28	7.79	12.37	18.53	14.34	5.46	14.62	17.5	6.19	15.85	16.61	6.26	22.37	4.5	18.09	4.97	21.51	11.69	13.8	9.23
798	10.28	7.79	12.23	18.58	14.34	5.52	14.61	17.15	6.2	15.61	16.18	6.22	22.43	4.51	18.58	5.01	21.59	11.55	13.79	9.23
799	10.28	7.83	12.19	18.81	14.54	5.52	14.51	17.36	6.22	15.63	16.55	6.21	22.09	4.42	18.55	4.91	21.4	12.15	13.74	9.21
800	10.31	7.92	12.13	19.48	14.66	5.51	14.69	17.78	6.28	15.74	16.8	6.26	22.33	4.45	18.68	4.91	21.79	13.02	13.83	9.26
801	10.39	8.19	12.27	19.98	14.81	5.74	15	18.25	6.42	16.02	16.86	6.62	22.52	4.57	19.1	4.97	21.92	13.4	14.31	9.55
802	10.39	8.19	12.1	19.58	14.81	5.7	14.91	18.68	6.46	16.18	16.77	6.54	22.58	4.57	19.08	4.97	21.91	13.58	14.43	9.53
803	10.54	8.51	12.22	20.39	15.5	5.92	15.09	19.88	6.85	16.49	16.82	6.72	22.6	4.64	19.32	4.97	22.17	13.82	15.07	9.81
804	10.57	8.58	12.38	20.21	15.44	5.88	15.11	19.9	6.79	16.4	17.4	6.82	22.71	4.59	19.52	4.95	22.12	14.07	15.78	9.98
805	10.78	8.52	11.15	20.4	15.52	5.85	14.65	19.68	6.8	16.31	17.87	6.85	22.67	4.59	19.59	4.87	21.8	14.42	15.86	9.98
806	10.69	8.28	10.7	20.25	15.3	5.72	14.32	19.14	6.54	16.04	17.52	6.68	23.21	4.51	19.22	4.85	21.86	13.6	15.39	9.79
807	10.77	8.3	10.89	20.37	15.3	5.78	14.4	18.88	6.6	16.01	17.78	6.7	22.85	4.53	19.14	4.82	21.56	13.66	15.3	9.83
808	10.93	8.63	11.09	21.35	15.93	5.93	14.99	18.88	6.87	16.27	17.78	6.99	23.08	4.61	19.73	4.95	22.01	14.84	15.3	10.12
809	10.79	8.51	10.92	21.08	16.12	5.88	14.61	19.25	6.75	16.25	17.7	7.05	22.17	4.57	19.58	4.87	22.08	14.77	16.01	10.25
810	10.59	8.43	11	21.2	15.99	5.75	14.19	18.97	6.78	15.73	17.15	6.97	21.39	4.41	19.17	4.74	21.36	14.51	15.79	10.32
811	10.5	8.43	10.73	20.96	15.91	5.81	13.93	18.94	6.67	15.46	16.79	7.16	23.08	4.39	18.99	4.59	20.69	14.4	15.8	10.32
812	10.64	8.61	10.96	21.55	15.98	5.9	14.09	19.09	6.73	15.68	17.14	7.34	21.53	4.45	19.69	4.62	21.02	14.5	16.62	10.89
813	10.54	8.6	11.02	21.69	16.4	5.89	14.45	19.25	6.71	15.88	17.2	7.36	21.73	4.49	19.95	4.64	21.46	14.38	16.8	10.86
814	10.44	8.35	11.23	20.8	16.19	5.76	14.48	18.91	6.6	15.81	17.75	7.31	21.57	4.45	20.05	4.77	21.51	14.2	16.76	10.79
815	10.53	8.52	11.03	20.84	16.3	5.84	14.77	19.11	6.64	16.1	17.88	7.35	21.89	4.57	20.17	4.83	21.76	14.36	17.29	10.91
816	10.3	8.29	10.58	19.99	15.55	5.52	13.99	17.99	6.4	15.52	16.68	7.01	22.17	4.36	19.77	4.65	21.13	13.85	16.32	10.5
817	10.16	8.21	9.93	19.81	15.19	5.38	13.54	17.49	6.28	15.23	16.58	6.97	22.05	4.21	19.57	4.53	20.58	13.42	16.13	10.37
818	10.25	8.27	10.19	19.83	15.5	5.49	13.75	17.64	6.34	15.42	16.75	7.22	21.73	4.27	20.03	4.57	20.83	13.4	16.78	10.6
819	10.22	8.22	10.21	20	15.78	5.67	13.96	18.09	6.32	15.47	17.12	7.22	21.6	4.3	20	4.62	21.28	13.57	16.71	10.68
820	10.04	8.17	10.03	20.16	15.31	5.6	13.58	17.43	6.34	15.14	16.58	6.84	21.02	4.2	20	4.66	20.63	13.43	16.03	10.2
821	10.06	8.18	10.17	19.88	15.35	5.5	13.59	17.58	6.29	15.1	16.36	6.85	21.23	4.26	19.28	4.77	21.01	13.13	16.03	10.13
822	10.12	8.23	10.01	20.28	15.36	5.5	13.51	17.65	6.38	15.07	16.34	6.88	21.26	4.22	18.98	4.69	20.59	13.39	15.82	10.3
823	10.01	8.12	9.7	19.79	14.72	5.4	13.21	17.3	6.32	14.64	16.28	6.8	21.1	4.11	18.46	4.68	20.41	13.12	15.5	10.1
824	10.02	8.02	9.55	19.34	14.4	5.41	13.33	17.37	6.34	14.47	16.2	6.8	20.89	4.07	18.57	4.97	20.72	12.95	15.23	10.07
825	10.04	8.02	9.57	18.84	14.43	5.38	13.58	17.63	6.39	14.42	16.39	6.84	21.1	4.05	18.58	4.98	20.81	12.7	15.24	10.09
826	9.86	8	8.97	19.1	14.03	5.38	13.15	17.27	6.3	13.9	15.75	6.59	20.63	3.89	17.71	4.65	19.98	12.98	14.69	10.03
827	9.73	8.19	8.93	19.92	13.6	5.39	12.51	17.37	6.25	13.38	15.75	6.36	20.69	3.83	17.41	4.54	19.3	13.3	14.65	10.04
828	9.82	8.28	8.82	20.5	13.61	5.39	12.53	16.71	6.3	13.46	15.11	6.42	20.76	3.83	17.58	4.47	18.95	13.27	14.78	10.15
829	9.82	8.28	8.82	20.5	13.61	5.39	12.53	16.71	6.3	13.46	15.11	6.42	20.76	3.83	17.58	4.47	18.95	13.27	14.78	10.15
830	9.82	8.28	8.82	20.5	13.61	5.39	12.53	16.71	6.3	13.46	15.11	6.42	20.76	3.83	17.58	4.47	18.95	13.27	14.78	10.15
831	9.82	8.28	8.82	20.5	13.61	5.39	12.53	16.71	6.3	13.46	15.11	6.42	20.76	3.83	17.58	4.47	18.95	13.27	14.78	10.15
832	9.84	8.36	9.15	20.8	14.26	5.56	12.99	18.01	6.41	14.07	15.78	6.88	21.05	3.95	18.58	4.59	19.65	13.78	15.61	10.59
833	9.99	8.38	9.83	21.02	14.16	5.58	13	18.2	6.53	14.1	16.08	6.96	21.15	3.94	18.59	4.75	19.85	13.68	15.7	10.73
834	9.84	8.22	9.53	20.88	14.12	5.54	12.69	18.6	6.34	14.01	15.7	6.9	20.91	3.92	18.39	5.17	19.53	13.32	15.47	10.56
835	9.93	8.42	10.16	21.2	14.16	5.56	12.58	18.72	6.35	14.44	15.95	7.09	21	4.12	18.75	5.05	19.71	13.43	15.88	10.56
836	9.89	8.49	10.08	21.7	14.08	5.58	12.42	18.58	6.4	14.42	16.12	7.03	21.44	4.11	18.78	5.11	19.5	13.99	15.96	10.75
837	10.21	8.68	10.33	22	13.68	5.75	12.84	18.85	6.5	14.59	16.75	7.34	21.73	4.28	19.36	5.05	20.1	13.93	16.4	11.18
838	10.19	8.58	10.76	21.65	14.38	5.77	13.05	19.33	6.42	14.57	16.68	7.34	21.55	4.17	19.49	5.21	20.52	13.78	16.6	11.09
839	10.11	8.57	10.37	21.8	14.34	5.72	13.2	19.65	6.37	14.37	17.5	7.36	21.55	4.14	19.5	5.13	20.21	13.5	16.8	11.06
840	9.99	8.37	10.02	21.8	14.03	5.61	13.1	18.83	6.26	14.16	17.01	7.07	21.41	4.07	19.08	4.93	19.9	13.01	16.02	10.75
